1, Between Then and Now, Vinnie Moore
2, Battle Scars, Marty Friedman
3, Working for the Weekend, Paul Gilbert
4, If I Could Fly, Joe Satriani
5, Thorne Room, Buckethead
6, Paganini: Concerto in B Minor, Michael Romeo
7, Get You Back, Shawn Lane
8, Glasgow Kiss, John Petrucci
9, Northern Breeze, Elias Viljanen
10, The Crying Machine, Steve Vai
