1, The Coast No Man Can Tell, Bill Fay
2, Streets of London, Ralph McTell
3, No Man's Land/Flowers of the Forest, June Tabor
4, Come Wind Come Rain, Vashti Bunyan
5, Universal Soldier, Donovan
6, Back to Stay, Bridget Saint John
7, Evona Darling, Linda Thompson
8, Listen, Listen, Sandy Denny
9, Meet Me On The Corner, Lindisfarne
10, Something On Your Mind, Karen Dalton
