1, Tears Of Autumn Rain, Eternal Tears of Sorrow
2, Pandeamonium, Saint Deamon
3, In The End, Stream of Passion
4, Landkjenning, Glittertind
5, ****ens' Dublin (The Palace), Loreena McKennitt
6, Dance Of Shadows, Inferi
