1, Kite Song, Rosie Thomas
2, Capsize, Tara MacLean
3, Darkspace, Morten Harket
4, All I Want, Maren Ord
5, Not About To Lose, Ron Sexsmith
6, Fireflies, Chris Garneau
7, Got A Light?, Tara MacLean
8, Rain And Snow, The Be Good Tanyas
9, The Part Where You Let Go, Hem
