1, Swimming Pool, Freezepop
2, Heaven Sent, Mr. Little Jeans
3, Stranger, Goldfrapp
4, Last Day Of Our Love, The Bird And The Bee
5, So Long, Alpine
6, Split of a Second, Tiger Baby
7, Pigeons, The Hundred In The Hands
8, Let Me Take You Out, Class Actress
9, The Scene Between, The Go! Team
10, Time Stands Still, Uh Huh Her
