1, Invisible (My Song), Laleh
2, Island, Yuna
3, I Want The Sky, Lucy Schwartz
4, Take On Me, Shiny and the Spoon
5, A Place Called You, Emma Stevens
6, Mary Magdalene In The Great Sky, Tanya Donelly
7, All I Want, Sarah Blasko
8, Crazy Bird, Wild Child
9, Halo, Ane Brun
