1, Mapa do Cora?áo, Ana Moura
2, Fado Arnauth, Mafalda Arnauth
3, Fado Tordo, Mariza
4, Fado Do Retorno (Le Fado du Retour), Agnes Jaoui
5, Ai Meu Amor Se Bastasse, Aldina Duarte
6, Cinderela, Fantcha
7, Trago Um Fado, Cristina Branco
8, Arraial, Katia Guerreiro
9, Nem As Paredes Confesso, Amália Rodrigues
10, No Azul De Um Azulejo (Com Ana Sofia Varela), Rão Kyao
11, Si Tan Solo, Angelique Ionatos
12, Fado Castigo, Deolinda
