1, Esolámpás, Thy Catafalque
2, Blücher, Pt. 2, Vreid
3, Lilibeth, Kaledon
4, Mourn, Sentenced
5, Seasons, Dragonforce
6, Nights (We're Living For), SaraLee
7, Klippor och skär, Vintersorg
8, Vacillation, Hope For The Dying
