1, Le Bien Et Le Mal, Souad Massi
2, Toda Sexta-Feira, Belo Velloso
3, Politic Amagni, Amadou & Mariam
4, N’ba, Habib Koité
5, Human Thing, Tiken Jah Fakoly
6, Doo Be Doo, Freshlyground
7, Mande Djeliou, Djelimady Tounkara
8, Tahra a issasnanane, Terakaft
9, Antonia, Manecas Costa
10, Ponte de Luz, Sara Tavares
