1, Blood Pressure, Mutemath
2, Immigrant Song - Karen O with Trent Reznor, Trent Reznor
3, Lose Yr Frown, The Electric Soft Parade
4, Brokenhearted (No Rap Version), Lawson
5, Hit Me Like a Man, The Pretty Reckless
6, I Hate Everything About You, Three Days Grace
7, Spread Your Love, Black Rebel Motorcycle Club
8, My Lover, The Sounds
9, Walkie Talkie Man, Steriogram
10, Great DJ, The Ting Tings
11, Alive & Awake (Remix), Skillet
12, Not My Idea, Garbage
