1, When We Were Young, Take That
2, We Own Tonight, New Kids on the Block
3, My Love (Radio Edit), Westlife
4, I Will Be Right Here, All-4-One
5, Here in My Heart, Plus One
6, Thinking About You, Blazin' Squad
7, Next Time, BBMAK
8, You Just Wait And See, C21
9, Private Number, 911
10, Hurt Lovers, Blue
11, Words (Radio Edit), Boyzone
