1, Colours (Original Mix), 16B
2, The Lonesome King, Supermayer
3, Senorita Tristeza, SCSI-9
4, Our Shapes, We Love
5, Soledad, Gui Boratto
6, What I've Lost, Benoit & Sergio
7, Schwindelig (Ian O'Donovan Remix), Kollektiv Turmstrasse
8, Caje (Album Edit), Narra
