1, Teng Ku Yeh Ch'eng, Anima in Fiamme
2, О ней...(About Her), Abyssphere
3, Esclavo de Tu Amor, Dragonfly
4, Unter der Weide, Falkenstein
5, Evit ar barz (Alternate Version), Dan Ar Braz
6, I Have No Fear, Seelenthron
7, Erdei tánc, Woodland Choir
8, The quality of silence, Corde Oblique
9, Hangman's Lullaby, Silentium
