1, Waiting, Imperium Dekadenz
2, Expandera, Lifelover
3, Allure Of The Earth, Woods of Ypres
4, Watcher Of The Skies, Omnium Gatherum
5, Darker Days, Woods of Desolation
6, My Ghosts, Wyrd
7, Faiblesse Des Sens, Amesoeurs
8, My Pain, Triptykon
9, From The Heaven Of My Heart, Amorphis
