1, Smoke Rings In The Dark, Gary Allan
2, Lazy Days, Dean Brody
3, Saturday Night, Wade Bowen
4, Homegrown, Zac Brown Band
5, Everybody's Here, Brad Paisley
6, Red Solo Cup, Toby Keith
7, Look At You Girl, Chris LeDoux
8, Gonna Get There Someday, Dierks Bentley
9, Remember When, Alan Jackson
10, Come Over, Kenny Chesney
