1, Die Stadt, Klee
2, Die Suche, Jan Sievers
3, Sch鰊ste Zeit, Bosse
4, Ein Herz kann man nicht reparieren (feat. Inga Humpe) [MTV Unplugged], Udo Lindenberg
5, Wieder hier [Remastered], Westernhagen
6, Unsere Liebe ein Storch, Chapeau Claque
