1, Des Raben Flug, Untoten
2, Run Run Se Fue P'al Norte, Inti-Illimani
3, Wanderer, Nebelung
4, Vilja, Tenhi
5, Still, Mantus
6, Auf kargem Fels, Neun Welten
7, El Retorn a la Infantesa, Narsilion
