1, It Makes My Heart Break, Your Vegas
2, Something Special, Nick Harrison
3, Caldey, Manic Street Preachers
4, Lazy Sunny Days, The Parlotones
5, What You Waiting For, The Rushes
6, Ocean, Leaves
7, She Brings Me The Music, Richard Ashcroft
8, You Think I Don't Care, Jack McManus
9, Lighten Up, Citizens!
10, Don't Look Back Into The Sun (Mick Jones Version), The Libertines
