1, Flash Lights, Marsheaux
2, Future Politics, Austra
3, Time On Her Side, Future Islands
4, 1995, Molly Nilsson
5, Operate, Peaches
6, Kill V. Maim, Grimes
7, Bicep, TR/ST
8, Shadow, Chromatics
9, Kamikaze, Susanne Sundfør
10, A Rose By Any Name, Blondie
11, Green Card, Oh Land
12, Marrow, ANOHNI
