1, I'll Meet You There, ST
2, Love Can Sing, Pauline London
3, I'm All Made Of Music, EBB
4, If Loving You Is Wrong, Cassandra Wilson
5, All I Want, Jehro
6, Glamour Girl, Louie Austen
7, White, Naomi
