1, 不要告别, 杨乃文
2, In Anticipation Of Your Suicide, Bedroom Walls
3, Stones Inside Your Shoes, Paper Aeroplanes
4, For Sweet Dave (In The Future), Teen Daze
5, If Loneliness Was Art, Allo Darlin'
6, I Don't Mind, The Cave Singers
7, Ahead of the Curve, Monsters of Folk
8, Starfield, The New Division
