1, When We Were Young, Passenger
2, We Sink, Of Monsters And Men
3, Pieces, Andrew Belle
4, Be With You Always, Mighty Oaks
5, Hey Kid, Family of the Year
6, The Devil's Tears, Angus & Julia Stone
7, Killing Me, Luke Sital-Singh
8, Our Love's Funeral, Racoon Racoon
