1, Mathilde's First Waltz, Bark Cat Bark
2, Kommissar Maigret, Quadro Nuevo
3, Maitia Num Zira?, Kepa Junkera
4, Harpsichord Concert BWV 1056:2. Largo, Richard Galliano
5, La Paloma (Boléro Cha Cha), Yvette Horner
6, Dansbanan, Detektivbyrån
7, Little Story, Motion Trio
8, Waltz for Sandy, Accordion Tribe
9, Où je vais, La Rue Kétanou
10, 初恋, 五条人
