1, Gallowdance, Lebanon Hanover
2, Rust, Echo & the Bunnymen
3, Imitation Of Life, R.E.M.
4, Incinerate, Sonic Youth
5, A Forest (live unplugged version), The Cure
6, I Love Lucy, The Soft Boys
7, Winning, The Sound
8, Cuts You Up, Peter Murphy
9, Human Fly, The Cramps
10, Public Image, Public Image Ltd.
