1, Rasputin, Turisas
2, Somewhere in Dreams, Dark Moor
3, Elegy (Single Version), Leaves' Eyes
4, Take A Shot, Lovex
5, Blut im Auge, Equilibrium
6, Tuulen koti, Aaltojen koti, Moonsorrow
7, Harvest, Kromlek
8, Andro, Eluveitie
9, Nothing Left, Svafnir
10, Golden Key, Isgaard
