1, Give In To Me, Michael Jackson
2, Here Comes The Darkness, Everclear
3, Leaves Falling (Bonus Track), Dead by April
4, Issues, Escape the Fate
5, Come Away, Crash Kings
6, Seasons To Cycles, 10 Years
7, Ache With Me, Against Me!
8, Another Heartbreak, Barenaked Ladies
9, Some People, Rehab
10, Love Song, 311
