1, Narrenspiel, Samsas Traum
2, Hard Rock Hallelujah, Lordi
3, The Search Goes On, Lunatica
4, Vollmond, In Extremo
5, Open Wound, Forest of shadows
6, Flowers in the Rain, Flowing Tears
7, Lament, Uaral
8, 穿行, Muma木马
