1, Goodbye Caroline, Smile Smile
2, This Will Be Worth It, The Elected
3, Throwing Stones, Paloalto
4, Chalk Stars, Animal Kingdom
5, Don't You Know You're Beautiful, Seabird
6, Fire Walk with Me, Exile Parade
7, Can't Get Over You, Anthem Lights
8, Moment Of Truth, FM Static
9, Yellowman, Aeon Spoke
10, Bangers, Beans and Mash, Infant Sorrow
11, Unperfect, Five Star Fiasco
12, I Just Wanna Run, The Downtown Fiction
13, Getting Old, Hellogoodbye
14, Destroy Everything You Touch, Ladytron
