1, Ghouls, Helltrain
2, Eyes of May, Sinamore
3, Sunset of Age, Anathema
4, What Could Have Been, Novembers Doom
5, Згасаюча Осінь, Obiymy Doschu
6, You're Not Here, Tears of Mankind
7, Deliberately, Ghost Brigade
8, Between Life And Death, Fear of Eternity
9, Ya i Ty, Obiymy Doschu
10, Falling World, Swallow the Sun
11, Source, Duskfall
12, Like I'm Crucified, Veni Domine
13, Crestfallen  , Anathema
