1, Prison of Memories, Adrana
2, Till Death Do Us Apart, Arven
3, Sorcerers, Lake of Tears
4, Wenn Winter's Sang Und Klang Verstummt, Hrossharsgrani
5, Die Reise, Traum'er Leben
6, Forgotten, The Gathering
7, Leverage, Lyriel
8, Tragic Idol, Paradise Lost
9, Just Love, ZEROKARMA
10, No More Fear, Mono Inc.
11, With Her I Die, Poisonblack
12, Holding out for a Hero (CD bonus), Emerald Sun
