1, Broken Arm, Winterpills
2, Somewhere Else, Razorlight
3, Pork And Beans, Weezer
4, Hold, Superchick
5, Inside Inside, I Hate Kate
6, Sad Song (Alexis Taylor Remix), Au Revoir Simone
7, Shaken, Jackie Greene
8, California (Phantom Planet), Mates of State
9, Deal With The Devil, Doctors & Dealers
